time,event,epoch,global_step,loss,grad_norm,learning_rate,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T22:11:51+09:00,log,0.39215686274509803,20,5.451142501831055,3.087097644805908,0.00029623430962343094,,,,,,,,,,,,,
2026-08-07T22:11:56+09:00,log,0.7843137254901961,40,5.213438034057617,3.215409755706787,0.0002711297071129707,,,,,,,,,,,,,
2026-08-07T22:12:00+09:00,log,1.0,51,,,,1.1371541023254395,0.5187165775401069,0.4223791597875629,0.6573013166378229,0.4647102170243749,0.854,437.956,14.052,,,,,
2026-08-07T22:12:01+09:00,checkpoint,1.0,51,,,,,,,,,,,,,,,,
2026-08-07T22:12:03+09:00,log,1.1764705882352942,60,4.396557998657227,3.549891233444214,0.00024602510460251044,,,,,,,,,,,,,
2026-08-07T22:12:09+09:00,log,1.5686274509803921,80,3.529020309448242,10.643077850341797,0.0002209205020920502,,,,,,,,,,,,,
2026-08-07T22:12:14+09:00,log,1.9607843137254903,100,3.0708520889282225,5.69676399230957,0.00019581589958158995,,,,,,,,,,,,,
2026-08-07T22:12:16+09:00,log,2.0,102,,,,0.751136302947998,0.7272727272727273,0.6721824980862745,0.6723272046305754,0.6729368773890884,0.775,482.595,15.484,,,,,
2026-08-07T22:12:16+09:00,checkpoint,2.0,102,,,,,,,,,,,,,,,,
2026-08-07T22:12:21+09:00,log,2.3529411764705883,120,2.868484115600586,3.6052610874176025,0.0001707112970711297,,,,,,,,,,,,,
2026-08-07T22:12:27+09:00,log,2.7450980392156863,140,2.476031494140625,8.488211631774902,0.00014560669456066945,,,,,,,,,,,,,
2026-08-07T22:12:31+09:00,log,3.0,153,,,,0.6612890362739563,0.7513368983957219,0.7003481392557023,0.7112396180368531,0.6942159756581887,0.772,484.484,15.545,,,,,
2026-08-07T22:12:31+09:00,checkpoint,3.0,153,,,,,,,,,,,,,,,,
2026-08-07T22:12:33+09:00,log,3.1372549019607843,160,2.296957588195801,8.52595043182373,0.00012050209205020919,,,,,,,,,,,,,
2026-08-07T22:12:39+09:00,log,3.5294117647058822,180,2.3108896255493163,6.811221122741699,9.539748953974894e-05,,,,,,,,,,,,,
2026-08-07T22:12:44+09:00,log,3.9215686274509802,200,2.389234733581543,4.9689202308654785,7.02928870292887e-05,,,,,,,,,,,,,
2026-08-07T22:12:46+09:00,log,4.0,204,,,,0.6394341588020325,0.7620320855614974,0.7147666801937582,0.7070096567960569,0.7292599721169598,0.7778,480.869,15.429,,,,,
2026-08-07T22:12:46+09:00,checkpoint,4.0,204,,,,,,,,,,,,,,,,
2026-08-07T22:12:51+09:00,log,4.313725490196078,220,2.119451713562012,8.584579467773438,4.518828451882845e-05,,,,,,,,,,,,,
2026-08-07T22:12:56+09:00,log,4.705882352941177,240,2.2985538482666015,7.366356372833252,2.0083682008368197e-05,,,,,,,,,,,,,
2026-08-07T22:13:01+09:00,log,5.0,255,,,,0.6268447041511536,0.7540106951871658,0.7038045034193325,0.6960822021116139,0.7218784905512071,0.7689,486.425,15.607,,,,,
2026-08-07T22:13:02+09:00,checkpoint,5.0,255,,,,,,,,,,,,,,,,
2026-08-07T22:13:02+09:00,log,5.0,255,,,,,,,,,,,,76.7762,212.11,3.321,335933171064192.0,3.1422862183813955
