time,event,epoch,global_step,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T20:44:55+09:00,log,1.0,16,1.0328094959259033,0.609504132231405,0.29183460217942975,0.37124463519313305,0.3530773420479303,1.4408,335.93,11.105,,,,,,,,
2026-08-07T20:44:55+09:00,checkpoint,1.0,16,,,,,,,,,,,,,,,,
2026-08-07T20:44:57+09:00,log,1.25,20,,,,,,,,,4.249542236328125,5.645195960998535,0.00040666666666666667,,,,,
2026-08-07T20:45:02+09:00,log,2.0,32,0.8471384644508362,0.6611570247933884,0.4422551874686064,0.7336378476111002,0.4580746187363835,1.3217,366.19,12.105,,,,,,,,
2026-08-07T20:45:02+09:00,checkpoint,2.0,32,,,,,,,,,,,,,,,,
2026-08-07T20:45:05+09:00,log,2.5,40,,,,,,,,,3.592782974243164,7.876898765563965,0.00027333333333333333,,,,,
2026-08-07T20:45:09+09:00,log,3.0,48,0.6279065012931824,0.7107438016528925,0.6673100539570817,0.66231291458794,0.7062772331154683,1.3225,365.965,12.098,,,,,,,,
2026-08-07T20:45:09+09:00,checkpoint,3.0,48,,,,,,,,,,,,,,,,
2026-08-07T20:45:14+09:00,log,3.75,60,,,,,,,,,2.343728256225586,10.878737449645996,0.00014000000000000001,,,,,
2026-08-07T20:45:16+09:00,log,4.0,64,0.5665627121925354,0.7644628099173554,0.7349573451904906,0.7238463869223585,0.7705201525054467,1.3188,367.006,12.132,,,,,,,,
2026-08-07T20:45:17+09:00,checkpoint,4.0,64,,,,,,,,,,,,,,,,
2026-08-07T20:45:22+09:00,log,5.0,80,,,,,,,,,1.761763572692871,5.920961380004883,6.6666666666666675e-06,,,,,
2026-08-07T20:45:23+09:00,log,5.0,80,0.49586644768714905,0.7789256198347108,0.7664479381883783,0.7417380726423038,0.8052696078431372,1.3033,371.378,12.277,,,,,,,,
2026-08-07T20:45:24+09:00,checkpoint,5.0,80,,,,,,,,,,,,,,,,
2026-08-07T20:45:24+09:00,log,5.0,80,,,,,,,,,,,,36.8495,138.943,2.171,152941410213696.0,2.9869542598724363
