time,event,epoch,global_step,loss,grad_norm,learning_rate,eval_loss,eval_accuracy,eval_macro_f1,eval_macro_precision,eval_macro_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2026-08-07T21:44:55+09:00,log,0.3305785123966942,20,4.2653858184814455,6.416656494140625,0.0005,,,,,,,,,,,,,
2026-08-07T21:45:05+09:00,log,0.6611570247933884,40,3.872697448730469,6.791529655456543,0.00046503496503496505,,,,,,,,,,,,,
2026-08-07T21:45:14+09:00,log,0.9917355371900827,60,2.662031364440918,10.310572624206543,0.0004300699300699301,,,,,,,,,,,,,
2026-08-07T21:45:16+09:00,log,1.0,61,,,,0.5877023339271545,0.7603305785123967,0.732641105894627,0.7195894546664765,0.7612200435729847,1.4991,322.867,10.673,,,,,
2026-08-07T21:45:16+09:00,checkpoint,1.0,61,,,,,,,,,,,,,,,,
2026-08-07T21:45:26+09:00,log,1.3140495867768596,80,2.1475122451782225,9.866692543029785,0.0003951048951048951,,,,,,,,,,,,,
2026-08-07T21:45:35+09:00,log,1.6446280991735538,100,1.8859390258789062,8.036974906921387,0.00036013986013986015,,,,,,,,,,,,,
2026-08-07T21:45:45+09:00,log,1.9752066115702478,120,1.5087194442749023,5.804023742675781,0.0003251748251748252,,,,,,,,,,,,,
2026-08-07T21:45:47+09:00,log,2.0,122,,,,0.4074605703353882,0.8016528925619835,0.7870375890048021,0.7616894989755322,0.8286083877995644,1.3887,348.531,11.522,,,,,
2026-08-07T21:45:47+09:00,checkpoint,2.0,122,,,,,,,,,,,,,,,,
2026-08-07T21:45:56+09:00,log,2.2975206611570247,140,1.567650032043457,13.989727973937988,0.0002902097902097902,,,,,,,,,,,,,
2026-08-07T21:46:05+09:00,log,2.628099173553719,160,1.5088892936706544,6.6709885597229,0.00025524475524475526,,,,,,,,,,,,,
2026-08-07T21:46:15+09:00,log,2.958677685950413,180,1.346299934387207,5.579469203948975,0.0002202797202797203,,,,,,,,,,,,,
2026-08-07T21:46:18+09:00,log,3.0,183,,,,0.37723496556282043,0.8057851239669421,0.7940338656699514,0.7712064532277516,0.8267837690631809,1.5039,321.839,10.639,,,,,
2026-08-07T21:46:18+09:00,checkpoint,3.0,183,,,,,,,,,,,,,,,,
2026-08-07T21:46:26+09:00,log,3.28099173553719,200,1.3760687828063964,7.667322635650635,0.00018531468531468533,,,,,,,,,,,,,
2026-08-07T21:46:36+09:00,log,3.6115702479338845,220,1.3143006324768067,5.9514336585998535,0.00015034965034965033,,,,,,,,,,,,,
2026-08-07T21:46:46+09:00,log,3.9421487603305785,240,1.3889478683471679,5.431243896484375,0.0001153846153846154,,,,,,,,,,,,,
2026-08-07T21:46:49+09:00,log,4.0,244,,,,0.3694734573364258,0.7995867768595041,0.7913536345120037,0.7682920375572705,0.827192265795207,1.4049,344.512,11.389,,,,,
2026-08-07T21:46:49+09:00,checkpoint,4.0,244,,,,,,,,,,,,,,,,
2026-08-07T21:46:57+09:00,log,4.264462809917355,260,1.2563522338867188,5.123164176940918,8.041958041958042e-05,,,,,,,,,,,,,
2026-08-07T21:47:07+09:00,log,4.595041322314049,280,1.2411677360534668,11.880412101745605,4.545454545454546e-05,,,,,,,,,,,,,
2026-08-07T21:47:17+09:00,log,4.925619834710744,300,1.234796905517578,8.829878807067871,1.048951048951049e-05,,,,,,,,,,,,,
2026-08-07T21:47:20+09:00,log,5.0,305,,,,0.3601395785808563,0.8140495867768595,0.8013065650203011,0.7775242775242776,0.8358115468409585,1.4922,324.353,10.722,,,,,
2026-08-07T21:47:21+09:00,checkpoint,5.0,305,,,,,,,,,,,,,,,,
2026-08-07T21:47:21+09:00,log,5.0,305,,,,,,,,,,,,155.7169,124.328,1.959,583314224808672.0,1.8923495620977684
